"""Charles 'Buddy' Rogers""",1
Warren Oates,1
Sessue Hayakawa,1
Anil Kapoor,1
"""Lupita Nyong'o""",1
Tracy Letts,1
Anne Revere,1
Jackie Gleason,1
Wendy Barrie,1
John Gilbert,1
Paul Freeman,1
Roderic Noble,1
Lili Damita,1
Jackie Earle Haley,1
Claude Nollier,1
Jean Peters,1
John Savage,1
Angus Macfadyen,1
Frank Finlay,1
Jane Powell,1
Donald Wolfit,1
Lisa Mann,1
William Bendix,1
Carl Weathers,1
Ernest Borgnine,1
Rachel Kempson,1
"""Una O'Connor""",1
Sam Waterston,1
Sandra Oh,1
Verree Teasdale,1
Lee Bowman,1
Julia Ormond,1
Christopher Lee,1
Nigel Bruce,1
Ben Cross,1
Isa Crino,1
Noël Coward,1
Nigel Havers,1
Ann Sheridan,1
Mutia Omoolu,1
Doris Lloyd,1
Hugh Jackman,1
Pat Hingle,1
José Lewgoy,1
Diego Cortina Autrey,1
Rita Hayworth,1
Billy Green Bush,1
Drew Barrymore,1
Klaus Maria Brandauer,1
Dee Wallace,1
John Megna,1
Sam Neill,1
Kate Harrington,1
Jean Seberg,1
Heather Sears,1
Helen Hunt,1
Swoosie Kurtz,1
Brenda Fricker,1
Peter Sarsgaard,1
Michael Shannon,1
Wilfrid Lawson,1
John Huston,1
Eva Marie Saint,1
Linda Blair,1
Maria Grazia Cucinotta,1
Chill Wills,1
Sebastian Rice-Edwards,1
Debra Winger,1
Jeff Daniels,1
Danny Glover,1
Garret Dillahunt,1
John Fiedler,1
Paul Giamatti,1
William Sadler,1
Warren Clarke,1
Tom Hulce,1
Keith David,1
Charles Farrell,1
Rita Moreno,1
Forrest Tucker,1
Hailee Steinfeld,1
Mark Addy,1
Sully Boyar,1
Sharlto Copley,1
Charlotte Rampling,1
Dorothy Comingore,1
Edward Herrmann,1
Margot Robbie,1
Lindsay Crouse,1
Emile Hirsch,1
Stanley Holloway,1
Ben Hardy,1
Rex Everhart,1
Olympia Dukakis,1
Frank Austin,1
Richard Bennett,1
Ben Gazzara,1
James Dean,1
Fannie Flagg,1
Christopher Walken,1
Helen Mirren,1
Teresa Palmer,1
Betty Buckley,1
William Daniels,1
Caroline Kava,1
Gloria Grahame,1
Zasu Pitts,1
Carey Mulligan,1
Carmen Ejogo,1
Anthony Ross,1
Duncan Renaldo,1
Andy Garcia,1
Taraji P. Henson,1
Connie Nielsen,1
Emily Watson,1
Anna Faris,1
Sylvia Miles,1
"""Milo O'Shea""",1
