,index,title,year,runtime_min,genre,metascore,gross_mil,link_movie,director,actors,link_people,Nominated,Won,country,language,release_date,color,aspect_ratio
20,21,Shakespeare in Love,1998,123,"['Comedy', 'Drama', 'History']",87        ,100.32,https://www.imdb.com/title/tt0138097/,['John Madden'],"['Gwyneth Paltrow', 'Joseph Fiennes', 'Geoffrey Rush', 'Tom Wilkinson']","['https://www.imdb.com//name/nm0006960/awards', 'https://www.imdb.com//name/nm0000569/awards', 'https://www.imdb.com//name/nm0001212/awards', 'https://www.imdb.com//name/nm0001691/awards', 'https://www.imdb.com//name/nm0929489/awards']",6,2,USA,English,5 March 1999,Color,2.39 :1
21,22,Titanic,1997,194,"['Drama', 'Romance']",75        ,659.33,https://www.imdb.com/title/tt0120338/,['James Cameron'],"['Leonardo DiCaprio', 'Kate Winslet', 'Billy Zane', 'Kathy Bates']","['https://www.imdb.com//name/nm0000116/awards', 'https://www.imdb.com//name/nm0000138/awards', 'https://www.imdb.com//name/nm0000701/awards', 'https://www.imdb.com//name/nm0000708/awards', 'https://www.imdb.com//name/nm0000870/awards']",13,4,USA,English,23 January 1998,Color,2.39 :1
22,23,Den engelske patient,1996,162,"['Drama', 'Romance', 'War']",87        ,78.65,https://www.imdb.com/title/tt0116209/,['Anthony Minghella'],"['Ralph Fiennes', 'Juliette Binoche', 'Willem Dafoe', 'Kristin Scott Thomas']","['https://www.imdb.com//name/nm0005237/awards', 'https://www.imdb.com//name/nm0000146/awards', 'https://www.imdb.com//name/nm0000300/awards', 'https://www.imdb.com//name/nm0000353/awards', 'https://www.imdb.com//name/nm0000218/awards']",11,2,USA,English,17 February 1997,Color,1.85 :1
23,24,Braveheart,1995,178,"['Biography', 'Drama', 'History']",68        ,75.6,https://www.imdb.com/title/tt0112573/,['Mel Gibson'],"['Mel Gibson', 'Sophie Marceau', 'Patrick McGoohan', 'Angus Macfadyen']","['https://www.imdb.com//name/nm0000154/awards', 'https://www.imdb.com//name/nm0000154/awards', 'https://www.imdb.com//name/nm0000521/awards', 'https://www.imdb.com//name/nm0001526/awards', 'https://www.imdb.com//name/nm0005171/awards']",2,2,USA,English,11 August 1995,Color,2.35 :1
24,25,Forrest Gump,1994,142,"['Drama', 'Romance']",82        ,330.25,https://www.imdb.com/title/tt0109830/,['Robert Zemeckis'],"['Tom Hanks', 'Robin Wright', 'Gary Sinise', 'Sally Field']","['https://www.imdb.com//name/nm0000709/awards', 'https://www.imdb.com//name/nm0000158/awards', 'https://www.imdb.com//name/nm0000705/awards', 'https://www.imdb.com//name/nm0000641/awards', 'https://www.imdb.com//name/nm0000398/awards']",6,5,USA,English,7 October 1994, Black and White,2.39 :1
25,26,Schindlers liste,1993,195,"['Biography', 'Drama', 'History']",93        ,96.9,https://www.imdb.com/title/tt0108052/,['Steven Spielberg'],"['Liam Neeson', 'Ralph Fiennes', 'Ben Kingsley', 'Caroline Goodall']","['https://www.imdb.com//name/nm0000229/awards', 'https://www.imdb.com//name/nm0000553/awards', 'https://www.imdb.com//name/nm0000146/awards', 'https://www.imdb.com//name/nm0001426/awards', 'https://www.imdb.com//name/nm0328751/awards']",17,4,USA,English,4 March 1994, Black and White,1.33 :1
26,27,De nådesløse,1992,130,"['Drama', 'Western']",85        ,101.16,https://www.imdb.com/title/tt0105695/,['Clint Eastwood'],"['Clint Eastwood', 'Gene Hackman', 'Morgan Freeman', 'Richard Harris']","['https://www.imdb.com//name/nm0000142/awards', 'https://www.imdb.com//name/nm0000142/awards', 'https://www.imdb.com//name/nm0000432/awards', 'https://www.imdb.com//name/nm0000151/awards', 'https://www.imdb.com//name/nm0001321/awards']",19,9,USA,English,30 October 1992,Color,2.35 :1
27,28,Ondskabens øjne,1991,118,"['Crime', 'Drama', 'Thriller']",85        ,130.74,https://www.imdb.com/title/tt0102926/,['Jonathan Demme'],"['Jodie Foster', 'Anthony Hopkins', 'Lawrence A. Bonney', 'Kasi Lemmons']","['https://www.imdb.com//name/nm0001129/awards', 'https://www.imdb.com//name/nm0000149/awards', 'https://www.imdb.com//name/nm0000164/awards', 'https://www.imdb.com//name/nm0095029/awards', 'https://www.imdb.com//name/nm0501435/awards']",5,4,USA,English,19 April 1991,Color,1.85 :1
28,29,Danser med ulve,1990,181,"['Adventure', 'Drama', 'Western']",72        ,184.21,https://www.imdb.com/title/tt0099348/,['Kevin Costner'],"['Kevin Costner', 'Mary McDonnell', 'Graham Greene', 'Rodney A. Grant']","['https://www.imdb.com//name/nm0000126/awards', 'https://www.imdb.com//name/nm0000126/awards', 'https://www.imdb.com//name/nm0001521/awards', 'https://www.imdb.com//name/nm0001295/awards', 'https://www.imdb.com//name/nm0002110/awards']",5,2,USA,English,10 May 1991,Color,
29,30,Driving Miss Daisy,1989,99,['Drama'],81        ,106.59,https://www.imdb.com/title/tt0097239/,['Bruce Beresford'],"['Morgan Freeman', 'Jessica Tandy', 'Dan Aykroyd', 'Patti LuPone']","['https://www.imdb.com//name/nm0000915/awards', 'https://www.imdb.com//name/nm0000151/awards', 'https://www.imdb.com//name/nm0001788/awards', 'https://www.imdb.com//name/nm0000101/awards', 'https://www.imdb.com//name/nm0526985/awards']",8,2,USA,English,27 April 1990,Color,1.85 :1
30,31,Rain Man,1988,133,['Drama'],65        ,178.8,https://www.imdb.com/title/tt0095953/,['Barry Levinson'],"['Dustin Hoffman', 'Tom Cruise', 'Valeria Golino', 'Gerald R. Molen']","['https://www.imdb.com//name/nm0001469/awards', 'https://www.imdb.com//name/nm0000163/awards', 'https://www.imdb.com//name/nm0000129/awards', 'https://www.imdb.com//name/nm0000420/awards', 'https://www.imdb.com//name/nm0596520/awards']",12,4,USA,English,17 March 1989,Color,1.85 :1
31,32,Den sidste kejser,1987,163,"['Biography', 'Drama', 'History']",76        ,43.98,https://www.imdb.com/title/tt0093389/,['Bernardo Bertolucci'],"['John Lone', 'Joan Chen', ""Peter O'Toole"", 'Ruocheng Ying']","['https://www.imdb.com//name/nm0000934/awards', 'https://www.imdb.com//name/nm0518821/awards', 'https://www.imdb.com//name/nm0001040/awards', 'https://www.imdb.com//name/nm0000564/awards', 'https://www.imdb.com//name/nm0948078/awards']",10,2,UK,English,18 December 1987,Color,2.39 :1
32,33,Platoon - Kamp-patruljen,1986,120,"['Drama', 'War']",92        ,138.53,https://www.imdb.com/title/tt0091763/,['Oliver Stone'],"['Charlie Sheen', 'Tom Berenger', 'Willem Dafoe', 'Keith David']","['https://www.imdb.com//name/nm0000231/awards', 'https://www.imdb.com//name/nm0000221/awards', 'https://www.imdb.com//name/nm0000297/awards', 'https://www.imdb.com//name/nm0000353/awards', 'https://www.imdb.com//name/nm0202966/awards']",9,3,USA,English,8 May 1987,Color,1.85 :1
33,34,Mit Afrika,1985,161,"['Biography', 'Drama', 'Romance']",69        ,87.1,https://www.imdb.com/title/tt0089755/,['Sydney Pollack'],"['Meryl Streep', 'Robert Redford', 'Klaus Maria Brandauer', 'Michael Kitchen']","['https://www.imdb.com//name/nm0001628/awards', 'https://www.imdb.com//name/nm0000658/awards', 'https://www.imdb.com//name/nm0000602/awards', 'https://www.imdb.com//name/nm0001970/awards', 'https://www.imdb.com//name/nm0457655/awards']",23,4,USA,English,21 February 1986,Color,1.37 :1
34,35,Amadeus,1984,160,"['Biography', 'Drama', 'History']",88        ,51.97,https://www.imdb.com/title/tt0086879/,['Milos Forman'],"['F. Murray Abraham', 'Tom Hulce', 'Elizabeth Berridge', 'Roy Dotrice']","['https://www.imdb.com//name/nm0001232/awards', 'https://www.imdb.com//name/nm0000719/awards', 'https://www.imdb.com//name/nm0001371/awards', 'https://www.imdb.com//name/nm0000931/awards', 'https://www.imdb.com//name/nm0234541/awards']",2,3,USA,English,2 November 1984,Color,
35,36,Tid til kærtegn,1983,132,"['Comedy', 'Drama']",79        ,108.42,https://www.imdb.com/title/tt0086425/,['James L. Brooks'],"['Shirley MacLaine', 'Debra Winger', 'Jack Nicholson', 'Danny DeVito']","['https://www.imdb.com//name/nm0000985/awards', 'https://www.imdb.com//name/nm0000511/awards', 'https://www.imdb.com//name/nm0000700/awards', 'https://www.imdb.com//name/nm0000197/awards', 'https://www.imdb.com//name/nm0000362/awards']",21,5,USA,English,16 March 1984,Color,1.85 :1
36,37,Gandhi,1982,191,"['Biography', 'Drama', 'History']",79        ,52.77,https://www.imdb.com/title/tt0083987/,['Richard Attenborough'],"['Ben Kingsley', 'John Gielgud', 'Rohini Hattangadi', 'Roshan Seth']","['https://www.imdb.com//name/nm0000277/awards', 'https://www.imdb.com//name/nm0001426/awards', 'https://www.imdb.com//name/nm0000024/awards', 'https://www.imdb.com//name/nm0368990/awards', 'https://www.imdb.com//name/nm0786022/awards']",4,3,UK,English,4 March 1983, Black and White,2.39 :1
37,38,Viljen til sejr,1981,125,"['Biography', 'Drama', 'Sport']",78        ,58.97,https://www.imdb.com/title/tt0082158/,['Hugh Hudson'],"['Ben Cross', 'Ian Charleson', 'Nicholas Farrell', 'Nigel Havers']","['https://www.imdb.com//name/nm0399853/awards', 'https://www.imdb.com//name/nm0002027/awards', 'https://www.imdb.com//name/nm0153182/awards', 'https://www.imdb.com//name/nm0268297/awards', 'https://www.imdb.com//name/nm0369814/awards']",1,0,UK,English,26 June 1981,Color,1.85 :1
38,39,Ordinary People: En ganske almindelig familie,1980,124,['Drama'],87        ,54.8,https://www.imdb.com/title/tt0081283/,['Robert Redford'],"['Donald Sutherland', 'Mary Tyler Moore', 'Judd Hirsch', 'Timothy Hutton']","['https://www.imdb.com//name/nm0000602/awards', 'https://www.imdb.com//name/nm0000661/awards', 'https://www.imdb.com//name/nm0001546/awards', 'https://www.imdb.com//name/nm0002139/awards', 'https://www.imdb.com//name/nm0000459/awards']",2,1,USA,English,23 March 1981,Color,1.85 :1
39,40,Kramer mod Kramer,1979,105,['Drama'],77        ,106.26,https://www.imdb.com/title/tt0079417/,['Robert Benton'],"['Dustin Hoffman', 'Meryl Streep', 'Jane Alexander', 'Justin Henry']","['https://www.imdb.com//name/nm0000914/awards', 'https://www.imdb.com//name/nm0000163/awards', 'https://www.imdb.com//name/nm0000658/awards', 'https://www.imdb.com//name/nm0000737/awards', 'https://www.imdb.com//name/nm0377888/awards']",32,7,USA,English,7 March 1980,Color,1.85 :1
40,41,The Deer Hunter,1978,183,"['Drama', 'War']",86        ,48.98,https://www.imdb.com/title/tt0077416/,['Michael Cimino'],"['Robert De Niro', 'Christopher Walken', 'John Cazale', 'John Savage']","['https://www.imdb.com//name/nm0001047/awards', 'https://www.imdb.com//name/nm0000134/awards', 'https://www.imdb.com//name/nm0000686/awards', 'https://www.imdb.com//name/nm0001030/awards', 'https://www.imdb.com//name/nm0001698/awards']",7,4,USA,English,30 March 1979,Color,2.39 :1
41,42,Mig og Annie,1977,93,"['Comedy', 'Romance']",92        ,39.2,https://www.imdb.com/title/tt0075686/,['Woody Allen'],"['Woody Allen', 'Diane Keaton', 'Tony Roberts', 'Carol Kane']","['https://www.imdb.com//name/nm0000095/awards', 'https://www.imdb.com//name/nm0000095/awards', 'https://www.imdb.com//name/nm0000473/awards', 'https://www.imdb.com//name/nm0731634/awards', 'https://www.imdb.com//name/nm0001406/awards']",36,7,USA,English,29 July 1977,Color,1.85 :1
42,43,Rocky,1976,120,"['Drama', 'Sport']",70        ,117.24,https://www.imdb.com/title/tt0075148/,['John G. Avildsen'],"['Sylvester Stallone', 'Talia Shire', 'Burt Young', 'Carl Weathers']","['https://www.imdb.com//name/nm0000814/awards', 'https://www.imdb.com//name/nm0000230/awards', 'https://www.imdb.com//name/nm0001735/awards', 'https://www.imdb.com//name/nm0949350/awards', 'https://www.imdb.com//name/nm0001835/awards']",6,1,USA,English,25 March 1977,Color,1.33 :1
43,44,Gøgereden,1975,133,['Drama'],83        ,112.0,https://www.imdb.com/title/tt0073486/,['Milos Forman'],"['Jack Nicholson', 'Louise Fletcher', 'Will Sampson', 'Michael Berryman']","['https://www.imdb.com//name/nm0001232/awards', 'https://www.imdb.com//name/nm0000197/awards', 'https://www.imdb.com//name/nm0001221/awards', 'https://www.imdb.com//name/nm0760225/awards', 'https://www.imdb.com//name/nm0077720/awards']",10,6,USA,English,12 March 1976,Color,1.85 :1
44,45,Godfather del 2,1974,202,"['Crime', 'Drama']",90        ,57.3,https://www.imdb.com/title/tt0071562/,['Francis Ford Coppola'],"['Al Pacino', 'Robert De Niro', 'Robert Duvall', 'Diane Keaton']","['https://www.imdb.com//name/nm0000338/awards', 'https://www.imdb.com//name/nm0000199/awards', 'https://www.imdb.com//name/nm0000134/awards', 'https://www.imdb.com//name/nm0000380/awards', 'https://www.imdb.com//name/nm0000473/awards']",21,5,USA,English,29 August 1975,Color,1.37 :1
45,46,Sidste stik,1973,129,"['Comedy', 'Crime', 'Drama']",83        ,159.6,https://www.imdb.com/title/tt0070735/,['George Roy Hill'],"['Paul Newman', 'Robert Redford', 'Robert Shaw', 'Charles Durning']","['https://www.imdb.com//name/nm0001351/awards', 'https://www.imdb.com//name/nm0000056/awards', 'https://www.imdb.com//name/nm0000602/awards', 'https://www.imdb.com//name/nm0001727/awards', 'https://www.imdb.com//name/nm0001164/awards']",13,4,USA,English,15 April 1974,Color,1.85 :1
46,47,Godfather,1972,175,"['Crime', 'Drama']",100        ,134.97,https://www.imdb.com/title/tt0068646/,['Francis Ford Coppola'],"['Marlon Brando', 'Al Pacino', 'James Caan', 'Diane Keaton']","['https://www.imdb.com//name/nm0000338/awards', 'https://www.imdb.com//name/nm0000008/awards', 'https://www.imdb.com//name/nm0000199/awards', 'https://www.imdb.com//name/nm0001001/awards', 'https://www.imdb.com//name/nm0000473/awards']",17,4,USA,English,26 December 1972,Color,1.37 :1
47,48,The French Connection,1971,104,"['Action', 'Crime', 'Drama']",94        ,,https://www.imdb.com/title/tt0067116/,['William Friedkin'],"['Gene Hackman', 'Roy Scheider', 'Fernando Rey', 'Tony Lo Bianco']","['https://www.imdb.com//name/nm0001243/awards', 'https://www.imdb.com//name/nm0000432/awards', 'https://www.imdb.com//name/nm0001702/awards', 'https://www.imdb.com//name/nm0721073/awards', 'https://www.imdb.com//name/nm0516215/awards']",6,3,USA,English,14 February 1972,Color,1.85 :1
48,49,Patton - pansergeneralen,1970,172,"['Biography', 'Drama', 'War']",91        ,61.7,https://www.imdb.com/title/tt0066206/,['Franklin J. Schaffner'],"['George C. Scott', 'Karl Malden', 'Stephen Young', 'Michael Strong']","['https://www.imdb.com//name/nm0769874/awards', 'https://www.imdb.com//name/nm0001715/awards', 'https://www.imdb.com//name/nm0001500/awards', 'https://www.imdb.com//name/nm0950079/awards', 'https://www.imdb.com//name/nm0835021/awards']",4,3,USA,English,22 April 1970,Color,2.20 :1
49,50,Midnight Cowboy,1969,113,['Drama'],79        ,44.79,https://www.imdb.com/title/tt0064665/,['John Schlesinger'],"['Dustin Hoffman', 'Jon Voight', 'Sylvia Miles', 'John McGiver']","['https://www.imdb.com//name/nm0772259/awards', 'https://www.imdb.com//name/nm0000163/awards', 'https://www.imdb.com//name/nm0000685/awards', 'https://www.imdb.com//name/nm0587249/awards', 'https://www.imdb.com//name/nm0569410/awards']",12,4,USA,English,19 December 1969, Black and White,1.37 :1
50,51,Oliver!,1968,153,"['Drama', 'Family', 'Musical']",74        ,16.8,https://www.imdb.com/title/tt0063385/,['Carol Reed'],"['Mark Lester', 'Ron Moody', 'Shani Wallis', 'Oliver Reed']","['https://www.imdb.com//name/nm0715346/awards', 'https://www.imdb.com//name/nm0504492/awards', 'https://www.imdb.com//name/nm0600531/awards', 'https://www.imdb.com//name/nm0908861/awards', 'https://www.imdb.com//name/nm0001657/awards']",3,1,UK,English,20 January 1969,Color,2.35 :1
51,52,I nattens hede,1967,110,"['Crime', 'Drama', 'Mystery']",75        ,24.38,https://www.imdb.com/title/tt0061811/,['Norman Jewison'],"['Sidney Poitier', 'Rod Steiger', 'Warren Oates', 'Lee Grant']","['https://www.imdb.com//name/nm0422484/awards', 'https://www.imdb.com//name/nm0001627/awards', 'https://www.imdb.com//name/nm0001768/awards', 'https://www.imdb.com//name/nm0643105/awards', 'https://www.imdb.com//name/nm0335519/awards']",5,2,USA,English,3 May 1968,Color,1.85 :1
52,53,Mand til alle tider,1966,120,"['Biography', 'Drama', 'History']",72        ,28.35,https://www.imdb.com/title/tt0060665/,['Fred Zinnemann'],"['Paul Scofield', 'Wendy Hiller', 'Robert Shaw', 'Leo McKern']","['https://www.imdb.com//name/nm0003593/awards', 'https://www.imdb.com//name/nm0006890/awards', 'https://www.imdb.com//name/nm0384908/awards', 'https://www.imdb.com//name/nm0001727/awards', 'https://www.imdb.com//name/nm0571674/awards']",9,5,UK,English,24 October 1967,Color,1.66 :1
53,54,The Sound of Music,1965,172,"['Biography', 'Drama', 'Family']",63        ,163.21,https://www.imdb.com/title/tt0059742/,['Robert Wise'],"['Julie Andrews', 'Christopher Plummer', 'Eleanor Parker', 'Richard Haydn']","['https://www.imdb.com//name/nm0936404/awards', 'https://www.imdb.com//name/nm0000267/awards', 'https://www.imdb.com//name/nm0001626/awards', 'https://www.imdb.com//name/nm0662223/awards', 'https://www.imdb.com//name/nm0370821/awards']",7,2,USA,English,20 December 1965,Color,2.39 :1
54,55,My Fair Lady,1964,170,"['Drama', 'Family', 'Musical']",95        ,72.0,https://www.imdb.com/title/tt0058385/,['George Cukor'],"['Audrey Hepburn', 'Rex Harrison', 'Stanley Holloway', 'Wilfrid Hyde-White']","['https://www.imdb.com//name/nm0002030/awards', 'https://www.imdb.com//name/nm0000030/awards', 'https://www.imdb.com//name/nm0001322/awards', 'https://www.imdb.com//name/nm0391361/awards', 'https://www.imdb.com//name/nm0405035/awards']",6,2,USA,English,26 December 1964,Color,2.39 :1
55,56,Tom Jones,1963,129,"['Adventure', 'Comedy', 'History']",,37.6,https://www.imdb.com/title/tt0057590/,['Tony Richardson'],"['Albert Finney', 'Susannah York', 'George Devine', 'Rachel Kempson']","['https://www.imdb.com//name/nm0724798/awards', 'https://www.imdb.com//name/nm0001215/awards', 'https://www.imdb.com//name/nm0948772/awards', 'https://www.imdb.com//name/nm0222627/awards', 'https://www.imdb.com//name/nm0447499/awards']",6,1,UK,English,7 February 1964,Color,1.37 :1
56,57,Lawrence af Arabien,1962,216,"['Adventure', 'Biography', 'Drama']",100        ,44.82,https://www.imdb.com/title/tt0056172/,['David Lean'],"[""Peter O'Toole"", 'Alec Guinness', 'Anthony Quinn', 'Jack Hawkins']","['https://www.imdb.com//name/nm0000180/awards', 'https://www.imdb.com//name/nm0000564/awards', 'https://www.imdb.com//name/nm0000027/awards', 'https://www.imdb.com//name/nm0000063/awards', 'https://www.imdb.com//name/nm0370144/awards']",19,7,UK,English,15 October 1963,Color,2.20 :1
57,58,West Side Story,1961,153,"['Crime', 'Drama', 'Musical']",86        ,43.66,https://www.imdb.com/title/tt0055614/,"['Jerome Robbins', 'Robert Wise']","['Natalie Wood', 'George Chakiris', 'Richard Beymer', 'Russ Tamblyn']","['https://www.imdb.com//name/nm0730385/awards', 'https://www.imdb.com//name/nm0936404/awards', 'https://www.imdb.com//name/nm0000081/awards', 'https://www.imdb.com//name/nm0001995/awards', 'https://www.imdb.com//name/nm0000937/awards', 'https://www.imdb.com//name/nm0848560/awards']",4,3,USA,English,8 October 1962,Color,2.20 :1
58,59,Nøglen under måtten,1960,125,"['Comedy', 'Drama', 'Romance']",94        ,18.6,https://www.imdb.com/title/tt0053604/,['Billy Wilder'],"['Jack Lemmon', 'Shirley MacLaine', 'Fred MacMurray', 'Ray Walston']","['https://www.imdb.com//name/nm0000697/awards', 'https://www.imdb.com//name/nm0000493/awards', 'https://www.imdb.com//name/nm0000511/awards', 'https://www.imdb.com//name/nm0534045/awards', 'https://www.imdb.com//name/nm0001827/awards']",11,3,USA,English,26 December 1960, Black and White,2.35 :1
59,60,Ben-Hur,1959,212,"['Adventure', 'Drama', 'History']",90        ,74.7,https://www.imdb.com/title/tt0052618/,['William Wyler'],"['Charlton Heston', 'Jack Hawkins', 'Stephen Boyd', 'Haya Harareet']","['https://www.imdb.com//name/nm0943758/awards', 'https://www.imdb.com//name/nm0000032/awards', 'https://www.imdb.com//name/nm0370144/awards', 'https://www.imdb.com//name/nm0000963/awards', 'https://www.imdb.com//name/nm0361823/awards']",0,0,USA,English,19 February 1962,Color,2.66 :1
60,61,Gigi,1958,115,"['Comedy', 'Musical', 'Romance']",,,https://www.imdb.com/title/tt0051658/,['Vincente Minnelli'],"['Leslie Caron', 'Maurice Chevalier', 'Louis Jourdan', 'Hermione Gingold']","['https://www.imdb.com//name/nm0591486/awards', 'https://www.imdb.com//name/nm0001989/awards', 'https://www.imdb.com//name/nm0002001/awards', 'https://www.imdb.com//name/nm0431139/awards', 'https://www.imdb.com//name/nm0320006/awards']",3,1,USA,English,8 February 1960,Color,2.35 :1
